Sample;Dataset;Sea;Sequencing;Date;Year;Month;Depth_type;Size_fraction;Depth;Latitude;Longitude;T;S;O2;pH;NO3;NO2;NH4;PO4;SIOH4;Chla
X3816.139.Euk515.Euk951;SOLA;Mediterranean Sea;Illumina;07/04/2014;2014;April;SRF;3;3;42.29;3.8;13.52;37.068;6.011;8.044;1.06;0.14;0.16;0.03;0.46;2.53
X3816.140.Euk515.Euk951;SOLA;Mediterranean Sea;Illumina;22/04/2014;2014;April;SRF;3;3;42.29;3.8;15.16;37.402;5.547;8.17;0.11;0.05;0.02;0.01;0.75;1.22
X3816.141.Euk515.Euk951;SOLA;Mediterranean Sea;Illumina;19/05/2014;2014;May;SRF;3;3;42.29;3.8;16.02;37.765;5.59;8.045;0.12;0.05;0.11;0.03;0.93;0.39
X3816.142.Euk515.Euk951;SOLA;Mediterranean Sea;Illumina;10/06/2014;2014;June;SRF;3;3;42.29;3.8;17.7;37.725;5.45;8.1;0.02;0.01;0.01;0.01;0.83;0.33
X3816.143.Euk515.Euk951;SOLA;Mediterranean Sea;Illumina;23/06/2014;2014;June;SRF;3;3;42.29;3.8;20.3;37.903;5.151;8.278;0.02;0.01;0.07;0.01;0.6;0.26
X3816.144.Euk515.Euk951;SOLA;Mediterranean Sea;Illumina;07/07/2014;2014;July;SRF;3;3;42.29;3.8;20.21;37.816;5.143;8.261;0.02;0.01;0.08;0.01;1.48;0.21
X3816.145.Euk515.Euk951;SOLA;Mediterranean Sea;Illumina;21/07/2014;2014;July;SRF;3;3;42.29;3.8;20.5;37.883;5.038;8.088;0.2;0.01;0.05;0.01;2.75;0.27
X3816.146.Euk515.Euk951;SOLA;Mediterranean Sea;Illumina;04/08/2014;2014;August;SRF;3;3;42.29;3.8;21.99;37.826;4.2231;8.112;0.17;0.01;0.02;0.01;0.68;0.26
X3816.147.Euk515.Euk951;SOLA;Mediterranean Sea;Illumina;19/08/2014;2014;August;SRF;3;3;42.29;3.8;21.55;37.893;3.609;8.156;0.02;0.01;0.01;0.01;0.68;0.23
X3816.148.Euk515.Euk951;SOLA;Mediterranean Sea;Illumina;01/09/2014;2014;September;SRF;3;3;42.29;3.8;21.67;37.9374;5.08;8.552;0.03;0.08;0.01;0.01;0.54;0.15
X3816.150.Euk515.Euk951;SOLA;Mediterranean Sea;Illumina;12/11/2014;2014;November;SRF;3;3;42.29;3.8;18.23;38.0811;4.999;8.131;0.3;0.11;0.09;0.01;1.03;0.3
X3816.151.Euk515.Euk951;SOLA;Mediterranean Sea;Illumina;24/11/2014;2014;November;SRF;3;3;42.29;3.8;17.33;37.6689;5.32;8.147;0.66;0.07;0.44;0.17;1.22;0.6
X3816.152.Euk515.Euk951;SOLA;Mediterranean Sea;Illumina;08/12/2014;2014;December;SRF;3;3;42.29;3.8;16.15;37.5258;5.467;8.148;1.37;0.31;0.24;0.04;3.64;0.33
X3816.153.Euk515.Euk951;SOLA;Mediterranean Sea;Illumina;05/01/2015;2015;January;SRF;3;3;42.29;3.8;14.71;37.66;5.821;8.117;0.53;0.28;0.1;0.01;1.81;0.46
X3816.154.Euk515.Euk951;SOLA;Mediterranean Sea;Illumina;08/01/2015;2015;January;SRF;3;3;42.29;3.8;13.27;37.7898;5.795;8.144;NA;NA;0.05;NA;NA;0.69
X3816.155.Euk515.Euk951;SOLA;Mediterranean Sea;Illumina;12/01/2015;2015;January;SRF;3;3;42.29;3.8;14.29;38.0494;5.686;8.132;0.58;0.24;0.01;0.01;1.67;0.46
X3816.156.Euk515.Euk951;SOLA;Mediterranean Sea;Illumina;15/01/2015;2015;January;SRF;3;3;42.29;3.8;13.31;37.9169;5.795;8.144;NA;NA;0.05;NA;NA;0.69
X3816.157.Euk515.Euk951;SOLA;Mediterranean Sea;Illumina;19/01/2015;2015;January;SRF;3;3;42.29;3.8;13.08;37.975;5.899;8.128;0.29;0.2;0.1;0.01;1.21;0.88
X3816.158.Euk515.Euk951;SOLA;Mediterranean Sea;Illumina;22/01/2015;2015;January;SRF;3;3;42.29;3.8;12.67;37.829;5.86;8.144;NA;NA;0.08;NA;NA;1.1
X3816.159.Euk515.Euk951;SOLA;Mediterranean Sea;Illumina;27/01/2015;2015;January;SRF;3;3;42.29;3.8;12.15;37.9268;6.009;8.082;0.63;0.23;0.04;0.01;1.25;0.89
X3816.160.Euk515.Euk951;SOLA;Mediterranean Sea;Illumina;29/01/2015;2015;January;SRF;3;3;42.29;3.8;12.38;37.9942;5.992;8.163;NA;NA;0.02;NA;NA;1.22
BBMOBL040126_022;Blanes;Mediterranean Sea;Illumina;26/01/2004;2004;January;SRF;2;3;41.670417;2.800167;14;37.9;NA;7.99;1.53;0.28;0.29;0.22;1.8;1.06
BBMOBL040126_30;Blanes;Mediterranean Sea;Illumina;26/01/2004;2004;January;SRF;3;3;41.670417;2.800167;14;37.9;NA;7.99;1.53;0.28;0.29;0.22;1.8;1.06
BBMOBL040126_30r3;Blanes;Mediterranean Sea;Illumina;26/01/2004;2004;January;SRF;3;3;41.670418;2.800168;15;37.1;NA;7.1;1.54;0.28;0.29;0.22;1.8;1.06
BBMOBL040223_022;Blanes;Mediterranean Sea;Illumina;23/02/2004;2004;February;SRF;2;3;41.670417;2.800167;12.9;37.2;6.56;8.08;1.56;0.23;0.67;0.17;0.84;1.04
BBMOBL040223_30;Blanes;Mediterranean Sea;Illumina;23/02/2004;2004;February;SRF;3;3;41.670417;2.800167;12.9;37.2;6.56;8.08;1.56;0.23;0.67;0.17;0.84;1.04
BBMOBL040223_30r3;Blanes;Mediterranean Sea;Illumina;23/02/2004;2004;February;SRF;3;3;41.670418;2.800168;12.1;37.3;6.57;8.09;1.57;0.23;0.67;0.17;0.84;1.05
BBMOBL040322_022;Blanes;Mediterranean Sea;Illumina;22/03/2004;2004;March;SRF;2;3;41.670417;2.800167;12.9;37.2;NA;8.05;2.82;0.28;0.28;0.19;2.47;1.13
BBMOBL040419_022;Blanes;Mediterranean Sea;Illumina;19/04/2004;2004;April;SRF;2;3;41.670417;2.800167;12.6;35.9;6.79;8.03;2.51;0.36;1.47;0.16;6.07;1.36
BBMOBL040419_30;Blanes;Mediterranean Sea;Illumina;19/04/2004;2004;April;SRF;3;3;41.670417;2.800167;12.6;35.9;6.79;8.03;2.51;0.36;1.47;0.16;6.07;1.36
BBMOBL040419_30r3;Blanes;Mediterranean Sea;Illumina;19/04/2004;2004;April;SRF;3;3;41.670418;2.800168;12.7;35.1;6.8;8.04;2.52;0.37;1.48;0.17;6.08;1.37
BBMOBL040525_022;Blanes;Mediterranean Sea;Illumina;25/05/2004;2004;May;SRF;2;3;41.670417;2.800167;17;37;6.67;8.09;0.21;0.33;0.89;0.17;3.27;0.71
BBMOBL040525_30r2;Blanes;Mediterranean Sea;Illumina;25/05/2004;2004;May;SRF;3;3;41.670417;2.800167;17;37;6.67;8.09;0.21;0.33;0.89;0.17;3.27;0.71
BBMOBL040525_30r3;Blanes;Mediterranean Sea;Illumina;25/05/2004;2004;May;SRF;3;3;41.670418;2.800168;17;37;6.68;8.1;0.21;0.33;0.89;0.17;3.28;0.72
BBMOBL040628_022;Blanes;Mediterranean Sea;Illumina;28/06/2004;2004;June;SRF;2;3;41.670417;2.800167;21.1;36.9;NA;8.04;0.2;0.05;0.34;0.13;2.22;0.44
BBMOBL040628_30r2;Blanes;Mediterranean Sea;Illumina;28/06/2004;2004;June;SRF;3;3;41.670417;2.800167;21.1;36.9;NA;8.04;0.2;0.05;0.34;0.13;2.22;0.44
BBMOBL040628_30r3;Blanes;Mediterranean Sea;Illumina;28/06/2004;2004;June;SRF;3;3;41.670418;2.800168;21.2;36.1;NA;8.05;0.2;0.05;0.34;0.13;2.23;0.45
BBMOBL040719_022;Blanes;Mediterranean Sea;Illumina;19/07/2004;2004;July;SRF;2;3;41.670417;2.800167;24;36.9;NA;NA;0.14;0.2;0.95;0.14;1.36;0.37
BBMOBL040719_30;Blanes;Mediterranean Sea;Illumina;19/07/2004;2004;July;SRF;3;3;41.670417;2.800167;24;36.9;NA;NA;0.14;0.2;0.95;0.14;1.36;0.37
BBMOBL040719_30r3;Blanes;Mediterranean Sea;Illumina;19/07/2004;2004;July;SRF;3;3;41.670418;2.800168;25;36.1;NA;NA;0.14;0.2;0.95;0.14;1.37;0.38
BBMOBL040831_022;Blanes;Mediterranean Sea;Illumina;31/08/2004;2004;August;SRF;2;3;41.670417;2.800167;24.5;37.2;5.42;8.02;0.25;0.06;0.67;0.1;1.31;NA
BBMOBL040831_30;Blanes;Mediterranean Sea;Illumina;31/08/2004;2004;August;SRF;3;3;41.670417;2.800167;24.5;37.2;5.42;8.02;0.25;0.06;0.67;0.1;1.31;NA
BBMOBL040831_30r3;Blanes;Mediterranean Sea;Illumina;31/08/2004;2004;August;SRF;3;3;41.670418;2.800168;24.6;37.3;5.43;8.03;0.25;0.06;0.67;0.1;1.32;NA
BBMOBL040929_022;Blanes;Mediterranean Sea;Illumina;29/09/2004;2004;September;SRF;2;3;41.670417;2.800167;21.3;37.7;5.52;8;0.18;0.05;0.48;0.09;1.38;0.68
BBMOBL040929_30;Blanes;Mediterranean Sea;Illumina;29/09/2004;2004;September;SRF;3;3;41.670417;2.800167;21.3;37.7;5.52;8;0.18;0.05;0.48;0.09;1.38;0.68
BBMOBL040929_30r3;Blanes;Mediterranean Sea;Illumina;29/09/2004;2004;September;SRF;3;3;41.670418;2.800168;21.4;37.8;5.53;9;0.18;0.05;0.48;0.09;1.39;0.69
BBMOBL041019_022;Blanes;Mediterranean Sea;Illumina;19/10/2004;2004;October;SRF;2;3;41.670417;2.800167;19.2;37.5;NA;NA;0.36;0.06;0.45;0.06;1.41;0.34
BBMOBL041019_30;Blanes;Mediterranean Sea;Illumina;19/10/2004;2004;October;SRF;3;3;41.670417;2.800167;19.2;37.5;NA;NA;0.36;0.06;0.45;0.06;1.41;0.34
BBMOBL041019_30r3;Blanes;Mediterranean Sea;Illumina;19/10/2004;2004;October;SRF;3;3;41.670418;2.800168;19.3;37.6;NA;NA;0.36;0.06;0.45;0.06;1.42;0.35
BBMOBL041116_022;Blanes;Mediterranean Sea;Illumina;16/11/2004;2004;November;SRF;2;3;41.670417;2.800167;16;36.8;6.21;7.97;0.37;1.02;1.03;0.21;1.78;0.71
BBMOBL041116_30;Blanes;Mediterranean Sea;Illumina;16/11/2004;2004;November;SRF;3;3;41.670417;2.800167;16;36.8;6.21;7.97;0.37;1.02;1.03;0.21;1.78;0.71
BBMOBL041116_30r3;Blanes;Mediterranean Sea;Illumina;16/11/2004;2004;November;SRF;3;3;41.670418;2.800168;17;36.9;6.22;7.98;0.38;1.02;1.03;0.22;1.79;0.72
BBMOBL041214_022;Blanes;Mediterranean Sea;Illumina;14/12/2004;2004;December;SRF;2;3;41.670417;2.800167;14.5;37.2;NA;NA;1.32;0.29;1.32;0.23;2.5;0.38
BBMOBL041214_30;Blanes;Mediterranean Sea;Illumina;14/12/2004;2004;December;SRF;3;3;41.670417;2.800167;14.5;37.2;NA;NA;1.32;0.29;1.32;0.23;2.5;0.38
BBMOBL041214_30r3;Blanes;Mediterranean Sea;Illumina;14/12/2004;2004;December;SRF;3;3;41.670418;2.800168;14.6;37.3;NA;NA;1.33;0.3;1.33;0.24;2.6;0.39
BBMOBL050120_022;Blanes;Mediterranean Sea;Illumina;20/01/2005;2005;January;SRF;2;3;41.670417;2.800167;13;37;NA;8.01;1.05;0.22;1.14;0.24;2.56;0.51
BBMOBL050120_30;Blanes;Mediterranean Sea;Illumina;20/01/2005;2005;January;SRF;3;3;41.670417;2.800167;13;37;NA;8.01;1.05;0.22;1.14;0.24;2.56;0.51
BBMOBL050120_30r3;Blanes;Mediterranean Sea;Illumina;20/01/2005;2005;January;SRF;3;3;41.670418;2.800168;13;37;NA;8.02;1.06;0.23;1.15;0.25;2.57;0.52
BBMOBL050215_022;Blanes;Mediterranean Sea;Illumina;15/02/2005;2005;February;SRF;2;3;41.670417;2.800167;12.11;37.7;NA;NA;2.55;0.22;1.23;0.24;2.94;1.34
BBMOBL050309_022;Blanes;Mediterranean Sea;Illumina;09/03/2005;2005;March;SRF;2;3;41.670417;2.800167;12.36;37.9;NA;NA;6.81;0.15;1.53;0.42;7.06;0.67
BBMOBL050309_30;Blanes;Mediterranean Sea;Illumina;09/03/2005;2005;March;SRF;3;3;41.670417;2.800167;12.36;37.9;NA;NA;6.81;0.15;1.53;0.42;7.06;0.67
BBMOBL050309_30r3;Blanes;Mediterranean Sea;Illumina;09/03/2005;2005;March;SRF;3;3;41.670418;2.800168;12.37;37.1;NA;NA;6.82;0.16;1.54;0.43;7.07;0.68
BBMOBL050413_022;Blanes;Mediterranean Sea;Illumina;13/04/2005;2005;April;SRF;2;3;41.670417;2.800167;12.95;37.7;NA;NA;3.3;0.43;2.13;0.29;3.35;2.03
BBMOBL050413_30;Blanes;Mediterranean Sea;Illumina;13/04/2005;2005;April;SRF;3;3;41.670417;2.800167;12.95;37.7;NA;NA;3.3;0.43;2.13;0.29;3.35;2.03
BBMOBL050413_30r3;Blanes;Mediterranean Sea;Illumina;13/04/2005;2005;April;SRF;3;3;41.670418;2.800168;12.96;37.8;NA;NA;3.4;0.44;2.14;0.3;3.36;2.04
BBMOBL050510_022;Blanes;Mediterranean Sea;Illumina;10/05/2005;2005;May;SRF;2;3;41.670417;2.800167;15.97;37.6;6.89;8.17;0.89;0.14;1.28;0.21;1.48;1.13
BBMOBL050510_30r2;Blanes;Mediterranean Sea;Illumina;10/05/2005;2005;May;SRF;3;3;41.670417;2.800167;15.97;37.6;6.89;8.17;0.89;0.14;1.28;0.21;1.48;1.13
BBMOBL050607_022;Blanes;Mediterranean Sea;Illumina;07/06/2005;2005;June;SRF;2;3;41.670417;2.800167;19.62;38.1;5.99;8.08;0.21;0.08;0.98;0.22;1.34;0.36
BBMOBL050607_30r2;Blanes;Mediterranean Sea;Illumina;07/06/2005;2005;June;SRF;3;3;41.670417;2.800167;19.62;38.1;5.99;8.08;0.21;0.08;0.98;0.22;1.34;0.36
BBMOBL050607_30r3;Blanes;Mediterranean Sea;Illumina;07/06/2005;2005;June;SRF;3;3;41.670418;2.800168;19.63;38.2;5.1;8.09;0.21;0.08;0.98;0.22;1.35;0.37
BBMOBL050705_022;Blanes;Mediterranean Sea;Illumina;05/07/2005;2005;July;SRF;2;3;41.670417;2.800167;24;NA;5.06;8.02;0.22;0.06;1.44;0.23;1.76;0.11
BBMOBL050705_30;Blanes;Mediterranean Sea;Illumina;05/07/2005;2005;July;SRF;3;3;41.670417;2.800167;24;NA;5.06;8.02;0.22;0.06;1.44;0.23;1.76;0.11
BBMOBL050705_30r3;Blanes;Mediterranean Sea;Illumina;05/07/2005;2005;July;SRF;3;3;41.670418;2.800168;25;NA;5.07;8.03;0.22;0.06;1.45;0.24;1.77;0.12
BBMOBL050803_022;Blanes;Mediterranean Sea;Illumina;03/08/2005;2005;August;SRF;2;3;41.670417;2.800167;24;NA;5.37;8.02;0.14;0.01;0.93;0.21;1.52;0.02
BBMOBL050803_30;Blanes;Mediterranean Sea;Illumina;03/08/2005;2005;August;SRF;3;3;41.670417;2.800167;24;NA;5.37;8.02;0.14;0.01;0.93;0.21;1.52;0.02
BBMOBL050913_022;Blanes;Mediterranean Sea;Illumina;13/09/2005;2005;September;SRF;2;3;41.670417;2.800167;26.09;NA;5.53;8.2;0.27;0.02;1.2;0.19;1.29;0.27
BBMOBL050913_30;Blanes;Mediterranean Sea;Illumina;13/09/2005;2005;September;SRF;3;3;41.670417;2.800167;26.09;NA;5.53;8.2;0.27;0.02;1.2;0.19;1.29;0.27
BBMOBL051004_022;Blanes;Mediterranean Sea;Illumina;04/10/2005;2005;October;SRF;2;3;41.670417;2.800167;21.54;35.1;NA;8.13;2.35;0.11;1.54;0.18;1.6;0.57
BBMOBL051004_30;Blanes;Mediterranean Sea;Illumina;04/10/2005;2005;October;SRF;3;3;41.670417;2.800167;21.54;35.1;NA;8.13;2.35;0.11;1.54;0.18;1.6;0.57
BBMOBL051004_30r3;Blanes;Mediterranean Sea;Illumina;04/10/2005;2005;October;SRF;3;3;41.670418;2.800168;21.55;35.2;NA;8.14;2.36;0.12;1.55;0.19;1.7;0.58
BBMOBL051108_022;Blanes;Mediterranean Sea;Illumina;08/11/2005;2005;November;SRF;2;3;41.670417;2.800167;17.9;37.1;5.67;8.19;2.48;0.84;2.16;0.21;1.81;0.75
BBMOBL051108_30;Blanes;Mediterranean Sea;Illumina;08/11/2005;2005;November;SRF;3;3;41.670417;2.800167;17.9;37.1;5.67;8.19;2.48;0.84;2.16;0.21;1.81;0.75
BBMOBL051108_30r3;Blanes;Mediterranean Sea;Illumina;08/11/2005;2005;November;SRF;3;3;41.670418;2.800168;17.1;37.2;5.68;8.2;2.49;0.85;2.17;0.22;1.82;0.76
BBMOBL051213_022;Blanes;Mediterranean Sea;Illumina;13/12/2005;2005;December;SRF;2;3;41.670417;2.800167;13.9;37.8;6.21;8.19;1.17;0.13;1;0.18;1.86;0.6
BBMOBL051213_30;Blanes;Mediterranean Sea;Illumina;13/12/2005;2005;December;SRF;3;3;41.670417;2.800167;13.9;37.8;6.21;8.19;1.17;0.13;1;0.18;1.86;0.6
BBMOBL051213_30r3;Blanes;Mediterranean Sea;Illumina;13/12/2005;2005;December;SRF;3;3;41.670418;2.800168;13.1;37.9;6.22;8.2;1.18;0.14;2;0.19;1.87;0.7
BBMOBL060111_022;Blanes;Mediterranean Sea;Illumina;11/01/2006;2006;January;SRF;2;3;41.670417;2.800167;12.59;38.3;6.92;8.22;2.12;0.18;1;0.21;2.68;0.63
BBMOBL060111_30;Blanes;Mediterranean Sea;Illumina;11/01/2006;2006;January;SRF;3;3;41.670417;2.800167;12.59;38.3;6.92;8.22;2.12;0.18;1;0.21;2.68;0.63
BBMOBL060111_30r3;Blanes;Mediterranean Sea;Illumina;11/01/2006;2006;January;SRF;3;3;41.670418;2.800168;12.6;38.4;6.93;8.23;2.13;0.19;2;0.22;2.69;0.64
BBMOBL060207_022;Blanes;Mediterranean Sea;Illumina;07/02/2006;2006;February;SRF;2;3;41.670417;2.800167;12;NA;6.56;8.25;2.26;0.15;0.49;0.22;2.42;0.54
BBMOBL060207_30;Blanes;Mediterranean Sea;Illumina;07/02/2006;2006;February;SRF;3;3;41.670417;2.800167;12;NA;6.56;8.25;2.26;0.15;0.49;0.22;2.42;0.54
BBMOBL060207_30r3;Blanes;Mediterranean Sea;Illumina;07/02/2006;2006;February;SRF;3;3;41.670418;2.800168;13;NA;6.57;8.26;2.27;0.15;0.49;0.22;2.43;0.55
BBMOBL060307_022;Blanes;Mediterranean Sea;Illumina;07/03/2006;2006;March;SRF;2;3;41.670417;2.800167;13;36.3;NA;8.23;2.02;0.06;0.51;0.18;1.77;1.46
BBMOBL060307_30;Blanes;Mediterranean Sea;Illumina;07/03/2006;2006;March;SRF;3;3;41.670417;2.800167;13;36.3;NA;8.23;2.02;0.06;0.51;0.18;1.77;1.46
BBMOBL060307_30r2;Blanes;Mediterranean Sea;Illumina;07/03/2006;2006;March;SRF;3;3;41.670417;2.800167;13;36.3;NA;8.23;2.02;0.06;0.51;0.18;1.77;1.46
BBMOBL060307_30r3;Blanes;Mediterranean Sea;Illumina;07/03/2006;2006;March;SRF;3;3;41.670418;2.800168;14;36.4;NA;8.24;2.03;0.06;0.51;0.18;1.77;1.46
BBMOBL060404_022;Blanes;Mediterranean Sea;Illumina;04/04/2006;2006;April;SRF;2;3;41.670417;2.800167;13.5;37.1;6.32;8.13;3.23;0.05;1.45;0.16;0.87;0.98
BBMOBL060404_30;Blanes;Mediterranean Sea;Illumina;04/04/2006;2006;April;SRF;3;3;41.670417;2.800167;13.5;37.1;6.32;8.13;3.23;0.05;1.45;0.16;0.87;0.98
BBMOBL060404_30r3;Blanes;Mediterranean Sea;Illumina;04/04/2006;2006;April;SRF;3;3;41.670418;2.800168;13.6;37.2;6.33;8.14;3.24;0.06;1.46;0.16;0.87;0.98
BBMOBL060516_022;Blanes;Mediterranean Sea;Illumina;16/05/2006;2006;May;SRF;2;3;41.670417;2.800167;18.4;37.1;6.04;8.13;0.54;0.14;1.05;0.1;0.13;2.45
BBMOBL060516_30;Blanes;Mediterranean Sea;Illumina;16/05/2006;2006;May;SRF;3;3;41.670417;2.800167;18.4;37.1;6.04;8.13;0.54;0.14;1.05;0.1;0.13;2.45
BBMOBL060516_30r3;Blanes;Mediterranean Sea;Illumina;16/05/2006;2006;May;SRF;3;3;41.670418;2.800168;18.5;37.2;6.05;8.14;0.54;0.14;1.06;0.1;0.13;2.46
BBMOBL060613_022;Blanes;Mediterranean Sea;Illumina;13/06/2006;2006;June;SRF;2;3;41.670417;2.800167;22.38;35.6;5.74;8.14;0.51;0.31;1.75;0.14;0.38;0.43
BBMOBL060613_30r2;Blanes;Mediterranean Sea;Illumina;13/06/2006;2006;June;SRF;3;3;41.670417;2.800167;22.38;35.6;5.74;8.14;0.51;0.31;1.75;0.14;0.38;0.43
BBMOBL060613_30r3;Blanes;Mediterranean Sea;Illumina;13/06/2006;2006;June;SRF;3;3;41.670418;2.800168;22.39;35.7;5.75;8.15;0.51;0.31;1.76;0.14;0.38;0.43
BBMOBL060704_022;Blanes;Mediterranean Sea;Illumina;05/07/2006;2006;July;SRF;2;3;41.670417;2.800167;23.74;37.7;5.29;8.15;0.6;0.05;1.37;0.02;0.05;0.21
BBMOBL060704_30;Blanes;Mediterranean Sea;Illumina;05/07/2006;2006;July;SRF;3;3;41.670417;2.800167;23.74;37.7;5.29;8.15;0.6;0.05;1.37;0.02;0.05;0.21
BBMOBL060704_30r3;Blanes;Mediterranean Sea;Illumina;05/07/2006;2006;July;SRF;3;3;41.670418;2.800168;23.75;37.8;5.3;8.16;0.6;0.05;1.38;0.02;0.05;0.21
BBMOBL060801_022;Blanes;Mediterranean Sea;Illumina;01/08/2006;2006;August;SRF;2;3;41.670417;2.800167;25.6;38;NA;NA;0.35;0.01;1.12;0.15;0.5;0.39
BBMOBL060801_30r2;Blanes;Mediterranean Sea;Illumina;01/08/2006;2006;August;SRF;3;3;41.670417;2.800167;25.6;38;NA;NA;0.35;0.01;1.12;0.15;0.5;0.39
BBMOBL060801_30r3;Blanes;Mediterranean Sea;Illumina;01/08/2006;2006;August;SRF;3;3;41.670418;2.800168;25.7;39;NA;NA;0.35;0.01;1.13;0.15;0.5;0.39
BBMOBL060912_022;Blanes;Mediterranean Sea;Illumina;12/09/2006;2006;September;SRF;2;3;41.670417;2.800167;24.58;37.7;5.62;8.19;0.15;0.3;0.4;0.07;0.04;0.24
BBMOBL060912_30;Blanes;Mediterranean Sea;Illumina;12/09/2006;2006;September;SRF;3;3;41.670417;2.800167;24.58;37.7;5.62;8.19;0.15;0.3;0.4;0.07;0.04;0.24
BBMOBL060912_30r3;Blanes;Mediterranean Sea;Illumina;12/09/2006;2006;September;SRF;3;3;41.670418;2.800168;24.59;37.8;5.63;8.2;0.15;0.3;0.4;0.07;0.04;0.24
BBMOBL061010_022;Blanes;Mediterranean Sea;Illumina;09/10/2006;2006;October;SRF;2;3;41.670417;2.800167;20.3;37.7;NA;NA;0.25;0.01;0.86;0.15;0.2;0.26
BBMOBL061010_30;Blanes;Mediterranean Sea;Illumina;09/10/2006;2006;October;SRF;3;3;41.670417;2.800167;20.3;37.7;NA;NA;0.25;0.01;0.86;0.15;0.2;0.26
BBMOBL061107_022;Blanes;Mediterranean Sea;Illumina;07/11/2006;2006;November;SRF;2;3;41.670417;2.800167;18.3;38.1;5.38;8.22;0.42;0.16;1.75;0.18;0.85;0.52
BBMOBL061107_30;Blanes;Mediterranean Sea;Illumina;07/11/2006;2006;November;SRF;3;3;41.670417;2.800167;18.3;38.1;5.38;8.22;0.42;0.16;1.75;0.18;0.85;0.52
BBMOBL061107_30r3;Blanes;Mediterranean Sea;Illumina;07/11/2006;2006;November;SRF;3;3;41.670418;2.800168;18.4;38.2;5.39;8.23;0.42;0.16;1.76;0.18;0.85;0.52
BBMOBL061211_022;Blanes;Mediterranean Sea;Illumina;11/12/2006;2006;December;SRF;2;3;41.670417;2.800167;16.5;39.1;5.47;8.22;0.41;0.07;1.47;0.07;0.26;0.66
BBMOBL061211_30;Blanes;Mediterranean Sea;Illumina;11/12/2006;2006;December;SRF;3;3;41.670417;2.800167;16.5;39.1;5.47;8.22;0.41;0.07;1.47;0.07;0.26;0.66
BBMOBL061211_30r3;Blanes;Mediterranean Sea;Illumina;11/12/2006;2006;December;SRF;3;3;41.670418;2.800168;16.6;39.2;5.48;8.23;0.41;0.07;1.48;0.07;0.26;0.66
BBMOBL070116_022;Blanes;Mediterranean Sea;Illumina;16/01/2007;2007;January;SRF;2;3;41.670417;2.800167;15.6;38.2;6.05;8.13;0.53;0.28;1.39;0.12;0.48;0.56
BBMOBL070116_30r2;Blanes;Mediterranean Sea;Illumina;16/01/2007;2007;January;SRF;3;3;41.670417;2.800167;15.6;38.2;6.05;8.13;0.53;0.28;1.39;0.12;0.48;0.56
BBMOBL070220_022;Blanes;Mediterranean Sea;Illumina;20/02/2007;2007;February;SRF;2;3;41.670417;2.800167;13.43;38.2;6.46;8.14;1.47;0.36;1.75;0.17;1.2;0.47
BBMOBL070220_30r2;Blanes;Mediterranean Sea;Illumina;20/02/2007;2007;February;SRF;3;3;41.670417;2.800167;13.43;38.2;6.46;8.14;1.47;0.36;1.75;0.17;1.2;0.47
BBMOBL070320_022;Blanes;Mediterranean Sea;Illumina;20/03/2007;2007;March;SRF;2;3;41.670417;2.800167;13.49;38.2;6.31;8.14;0.78;0.16;1.62;0.23;0.17;0.95
BBMOBL070320_30r2;Blanes;Mediterranean Sea;Illumina;20/03/2007;2007;March;SRF;3;3;41.670417;2.800167;13.49;38.2;6.31;8.14;0.78;0.16;1.62;0.23;0.17;0.95
BBMOBL070424_022;Blanes;Mediterranean Sea;Illumina;24/04/2007;2007;April;SRF;2;3;41.670417;2.800167;16.03;37.8;6.56;8.19;0.96;0.1;1.14;0.1;0.14;0.48
BBMOBL070424_30r2;Blanes;Mediterranean Sea;Illumina;24/04/2007;2007;April;SRF;3;3;41.670417;2.800167;16.03;37.8;6.56;8.19;0.96;0.1;1.14;0.1;0.14;0.48
BBMOBL070515_022;Blanes;Mediterranean Sea;Illumina;15/05/2007;2007;May;SRF;2;3;41.670417;2.800167;17.46;37.2;6.03;8.19;0.3;0.3;1.23;0.15;0.16;0.24
BBMOBL070515_30r2;Blanes;Mediterranean Sea;Illumina;15/05/2007;2007;May;SRF;3;3;41.670417;2.800167;17.46;37.2;6.03;8.19;0.3;0.3;1.23;0.15;0.16;0.24
BBMOBL070605_022;Blanes;Mediterranean Sea;Illumina;05/06/2007;2007;June;SRF;2;3;41.670417;2.800167;18.8;37.8;5.91;8.11;0.37;0.87;3.01;0.02;0.05;0.22
BBMOBL070605_30r2;Blanes;Mediterranean Sea;Illumina;05/06/2007;2007;June;SRF;3;3;41.670417;2.800167;18.8;37.8;5.91;8.11;0.37;0.87;3.01;0.02;0.05;0.22
BBMOBL070703_022;Blanes;Mediterranean Sea;Illumina;03/07/2007;2007;July;SRF;2;3;41.670417;2.800167;21.94;37.7;5.62;8.04;0.58;0.41;1.79;0.1;0.15;0.1
BBMOBL070703_30r2;Blanes;Mediterranean Sea;Illumina;03/07/2007;2007;July;SRF;3;3;41.670417;2.800167;21.94;37.7;5.62;8.04;0.58;0.41;1.79;0.1;0.15;0.1
BBMOBL070801_022;Blanes;Mediterranean Sea;Illumina;01/08/2007;2007;August;SRF;2;3;41.670417;2.800167;24.4;38;NA;NA;0.88;0.29;2.47;0.1;0.43;0.15
